Dates;Category;Customer
15.01.2016 9:00;DDOS;OFFICE OF THE PRIME-MINISTER
15.01.2016 2:17;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
15.01.2016 1:00;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
15.01.2016 0:51;PHISHING;AKIMAT OF THE NUR-SULTAN
15.01.2016 0:39;UNAUTHORIZED ACCESS;SUPREME COURT
15.01.2016 0:10;PHISHING;E-GOV DATA CENTER
15.01.2016 0:05;PHISHING;E-GOV DATA CENTER
14.01.2016 23:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 23:01;BOTNET;AKIMAT OF THE NUR-SULTAN
14.01.2016 22:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 21:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 21:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 20:23;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
14.01.2016 18:56;DDOS;MINISTRY OF DEFENCE
14.01.2016 18:56;DDOS;MINISTRY OF DEFENCE
14.01.2016 18:50;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 18:40;SECURITY SYSTEM FAULT;MINISTRY OF DIGITAL DEVELOPMENT
14.01.2016 18:31;PHISHING;PARLIAMENT
14.01.2016 17:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 17:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 17:39;MALWARE;AKIMAT OF THE NUR-SULTAN
14.01.2016 15:17;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
14.01.2016 12:55;BOTNET;HOUSE OF MINISTRIES
14.01.2016 12:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 8:19;BOTNET;E-GOV DATA CENTER
14.01.2016 7:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 2:24;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
14.01.2016 1:00;SPAM;OFFICE OF THE PRESIDENT
14.01.2016 0:55;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
14.01.2016 0:50;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 0:50;BOTNET;HOUSE OF MINISTRIES
14.01.2016 0:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.01.2016 0:20;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
14.01.2016 0:01;PHISHING;E-GOV DATA CENTER
13.01.2016 23:55;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
13.01.2016 23:15;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
13.01.2016 22:44;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
13.01.2016 22:40;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
13.01.2016 22:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
13.01.2016 21:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
13.01.2016 21:23;PHISHING;HOUSE OF MINISTRIES
13.01.2016 20:26;NETWORK ATTACK;OFFICE OF THE PRIME-MINISTER
13.01.2016 19:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
13.01.2016 19:46;NETWORK ATTACK;MINISTRY OF DEFENCE
13.01.2016 17:36;SPAM;AKIMAT OF THE NUR-SULTAN
13.01.2016 17:30;NETWORK ATTACK;E-GOV DATA CENTER
13.01.2016 17:10;NETWORK ATTACK;E-GOV DATA CENTER
13.01.2016 15:40;NETWORK ATTACK;E-GOV DATA CENTER
13.01.2016 15:34;DDOS;AKIMAT OF THE NUR-SULTAN
13.01.2016 15:30;NETWORK ATTACK;PARLIAMENT
13.01.2016 15:12;SPAM;AKIMAT OF THE NUR-SULTAN
13.01.2016 12:55;SPAM;POLICE DEPARTMENT
13.01.2016 12:44;UNAUTHORIZED ACCESS;SUPREME COURT
13.01.2016 12:00;INTERNAL OFFENER;PARLIAMENT
13.01.2016 12:00;BOTNET;HOUSE OF MINISTRIES
13.01.2016 12:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
13.01.2016 10:29;BOTNET;MINISTRY OF DEFENCE
13.01.2016 8:00;RANSOMWARE;SUPREME COURT
13.01.2016 7:10;SPAM;OFFICE OF THE PRIME-MINISTER
13.01.2016 3:47;PHISHING;E-GOV DATA CENTER
13.01.2016 0:50;MALWARE;AKIMAT OF THE NUR-SULTAN
12.01.2016 23:42;PHISHING;HOUSE OF MINISTRIES
12.01.2016 21:30;BOTNET;POLICE DEPARTMENT
12.01.2016 19:31;PHISHING;E-GOV DATA CENTER
12.01.2016 19:30;SPAM;MINISTRY OF DEFENCE
12.01.2016 17:30;RANSOMWARE;MINISTRY OF DEFENCE
12.01.2016 14:45;SPAM;OFFICE OF THE PRIME-MINISTER
12.01.2016 10:39;NETWORK ATTACK;PARLIAMENT
12.01.2016 10:39;BOTNET;PARLIAMENT
12.01.2016 7:28;SPAM;SUPREME COURT
12.01.2016 3:20;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
12.01.2016 2:31;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
12.01.2016 0:23;MALWARE;HOUSE OF MINISTRIES
11.01.2016 23:20;DDOS;AKIMAT OF THE NUR-SULTAN
11.01.2016 16:38;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
11.01.2016 16:15;PHISHING;HOUSE OF MINISTRIES
11.01.2016 16:15;BOTNET;HOUSE OF MINISTRIES
11.01.2016 16:00;MALWARE;E-GOV DATA CENTER
11.01.2016 15:45;DDOS;AKIMAT OF THE NUR-SULTAN
11.01.2016 15:35;INTERNAL OFFENER;HOUSE OF MINISTRIES
11.01.2016 14:45;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
11.01.2016 14:26;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
11.01.2016 14:24;BOTNET;PARLIAMENT
11.01.2016 12:16;BOTNET;PARLIAMENT
11.01.2016 12:00;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
11.01.2016 10:45;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 10:23;PHISHING;E-GOV DATA CENTER
11.01.2016 10:10;BOTNET;AKIMAT OF THE NUR-SULTAN
11.01.2016 9:30;SPAM;POLICE DEPARTMENT
11.01.2016 8:15;INTERNAL OFFENER;SUPREME COURT
11.01.2016 4:20;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 4:20;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 3:20;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 3:08;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 3:00;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 3:00;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 2:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
11.01.2016 1:59;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
11.01.2016 0:20;BOTNET;OFFICE OF THE PRIME-MINISTER
27.12.2015 23:49;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
27.12.2015 23:32;SPAM;HOUSE OF MINISTRIES
27.12.2015 23:32;NETWORK ATTACK;HOUSE OF MINISTRIES
27.12.2015 23:03;UNAUTHORIZED ACCESS;PARLIAMENT
27.12.2015 23:01;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
27.12.2015 22:22;PHISHING;AKIMAT OF THE NUR-SULTAN
27.12.2015 22:21;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.12.2015 22:21;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.12.2015 22:20;BOTNET;HOUSE OF MINISTRIES
27.12.2015 22:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.12.2015 19:15;MALWARE;PARLIAMENT
27.12.2015 14:15;MALWARE;SUPREME COURT
27.12.2015 13:30;PHISHING;POLICE DEPARTMENT
27.12.2015 6:50;BOTNET;HOUSE OF MINISTRIES
27.12.2015 6:50;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.12.2015 5:30;SPAM;POLICE DEPARTMENT
27.12.2015 1:30;DDOS;MINISTRY OF DEFENCE
27.12.2015 1:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.12.2015 0:01;PHISHING;SUPREME COURT
26.12.2015 22:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.12.2015 22:40;BOTNET;HOUSE OF MINISTRIES
26.12.2015 21:16;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.12.2015 21:16;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.12.2015 18:15;INTERNAL OFFENER;HOUSE OF MINISTRIES
26.12.2015 15:28;MALWARE;AKIMAT OF THE NUR-SULTAN
26.12.2015 15:28;PHISHING;AKIMAT OF THE NUR-SULTAN
26.12.2015 14:50;BOTNET;POLICE DEPARTMENT
26.12.2015 14:00;PHISHING;AKIMAT OF THE NUR-SULTAN
26.12.2015 12:56;MALWARE;MINISTRY OF DEFENCE
26.12.2015 10:01;SECURITY SYSTEM FAULT;SUPREME COURT
26.12.2015 9:27;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
26.12.2015 1:58;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
25.12.2015 23:30;BOTNET;OFFICE OF THE PRIME-MINISTER
25.12.2015 22:21;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
25.12.2015 22:11;MALWARE;MINISTRY OF DEFENCE
25.12.2015 20:40;SPAM;SUPREME COURT
25.12.2015 19:20;MALWARE;PARLIAMENT
25.12.2015 9:30;DDOS;E-GOV DATA CENTER
25.12.2015 8:22;SPAM;HOUSE OF MINISTRIES
25.12.2015 8:03;BOTNET;PARLIAMENT
25.12.2015 3:06;MALWARE;HOUSE OF MINISTRIES
25.12.2015 0:45;DDOS;OFFICE OF THE PRIME-MINISTER
25.12.2015 0:28;PHISHING;E-GOV DATA CENTER
25.12.2015 0:01;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
25.12.2015 0:01;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
24.12.2015 19:21;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
24.12.2015 18:40;MALWARE;AKIMAT OF THE NUR-SULTAN
24.12.2015 18:00;PHISHING;AKIMAT OF THE NUR-SULTAN
24.12.2015 14:00;RANSOMWARE;OFFICE OF THE PRIME-MINISTER
24.12.2015 13:29;PHISHING;POLICE DEPARTMENT
24.12.2015 12:53;DDOS;HOUSE OF MINISTRIES
24.12.2015 9:07;BOTNET;HOUSE OF MINISTRIES
24.12.2015 7:00;SPAM;MINISTRY OF DEFENCE
24.12.2015 3:39;SPAM;MINISTRY OF DEFENCE
24.12.2015 2:06;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
23.12.2015 23:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
23.12.2015 23:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
23.12.2015 23:05;MALWARE;OFFICE OF THE PRIME-MINISTER
23.12.2015 23:00;SPAM;AKIMAT OF THE NUR-SULTAN
23.12.2015 22:30;MALWARE;OFFICE OF THE PRIME-MINISTER
23.12.2015 21:47;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
23.12.2015 20:30;PHISHING;HOUSE OF MINISTRIES
23.12.2015 18:40;SECURITY SYSTEM FAULT;PARLIAMENT
23.12.2015 17:10;MALWARE;PARLIAMENT
23.12.2015 15:15;NETWORK ATTACK;MINISTRY OF DEFENCE
23.12.2015 14:45;SPAM;AKIMAT OF THE NUR-SULTAN
23.12.2015 14:00;INTERNAL OFFENER;PARLIAMENT
23.12.2015 12:57;PHISHING;MINISTRY OF DEFENCE
23.12.2015 12:21;BOTNET;PARLIAMENT
23.12.2015 10:52;RANSOMWARE;POLICE DEPARTMENT
23.12.2015 10:00;SPAM;E-GOV DATA CENTER
23.12.2015 8:33;SPAM;AKIMAT OF THE NUR-SULTAN
23.12.2015 8:28;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
23.12.2015 8:15;SPAM;E-GOV DATA CENTER
23.12.2015 8:15;BOTNET;E-GOV DATA CENTER
23.12.2015 7:10;BOTNET;MINISTRY OF DEFENCE
23.12.2015 6:53;SPAM;MINISTRY OF DEFENCE
23.12.2015 6:53;BOTNET;MINISTRY OF DEFENCE
23.12.2015 0:37;UNAUTHORIZED ACCESS;SUPREME COURT
23.12.2015 0:37;UNAUTHORIZED ACCESS;SUPREME COURT
23.12.2015 0:01;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
22.12.2015 23:00;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
22.12.2015 21:13;SPAM;SUPREME COURT
22.12.2015 20:00;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
22.12.2015 17:39;SPAM;HOUSE OF MINISTRIES
22.12.2015 15:15;SPAM;PARLIAMENT
22.12.2015 13:00;INTERNAL OFFENER;HOUSE OF MINISTRIES
22.12.2015 11:37;DDOS;E-GOV DATA CENTER
22.12.2015 11:20;SPAM;POLICE DEPARTMENT
22.12.2015 10:00;SPAM;AKIMAT OF THE NUR-SULTAN
22.12.2015 1:48;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
21.12.2015 22:53;PHISHING;E-GOV DATA CENTER
21.12.2015 22:15;SECURITY SYSTEM FAULT;OFFICE OF THE PRESIDENT
21.12.2015 20:12;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
21.12.2015 17:15;DDOS;POLICE DEPARTMENT
21.12.2015 16:44;MALWARE;AKIMAT OF THE NUR-SULTAN
21.12.2015 14:43;PHISHING;SUPREME COURT
21.12.2015 12:00;RANSOMWARE;POLICE DEPARTMENT
21.12.2015 2:25;NETWORK ATTACK;OFFICE OF THE PRESIDENT
21.12.2015 0:30;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
13.12.2015 23:32;MALWARE;HOUSE OF MINISTRIES
13.12.2015 21:00;DDOS;MINISTRY OF DEFENCE
13.12.2015 19:42;PHISHING;AKIMAT OF THE NUR-SULTAN
13.12.2015 18:00;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
13.12.2015 14:05;BOTNET;OFFICE OF THE PRESIDENT
13.12.2015 14:05;SPAM;HOUSE OF MINISTRIES
13.12.2015 13:52;BOTNET;PARLIAMENT
13.12.2015 13:52;MALWARE;PARLIAMENT
13.12.2015 13:10;SPAM;SUPREME COURT
13.12.2015 11:40;PHISHING;POLICE DEPARTMENT
13.12.2015 5:00;DDOS;PARLIAMENT
13.12.2015 1:41;MALWARE;HOUSE OF MINISTRIES
12.12.2015 22:36;UNAUTHORIZED ACCESS;MINISTRY OF DEFENCE
12.12.2015 20:00;SPAM;AKIMAT OF THE NUR-SULTAN
12.12.2015 18:46;PHISHING;SUPREME COURT
12.12.2015 16:07;SPAM;AKIMAT OF THE NUR-SULTAN
12.12.2015 14:22;MALWARE;SUPREME COURT
12.12.2015 12:00;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
12.12.2015 12:00;DDOS;E-GOV DATA CENTER
12.12.2015 10:45;SPAM;SUPREME COURT
12.12.2015 8:30;PHISHING;AKIMAT OF THE NUR-SULTAN
12.12.2015 3:22;SECURITY SYSTEM FAULT;PARLIAMENT
12.12.2015 2:46;MALWARE;AKIMAT OF THE NUR-SULTAN
12.12.2015 2:00;BOTNET;POLICE DEPARTMENT
12.12.2015 1:57;MALWARE;MINISTRY OF DEFENCE
12.12.2015 1:00;PHISHING;OFFICE OF THE PRESIDENT
12.12.2015 0:58;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
11.12.2015 23:25;WEBSITE UNAVAILABILITY;AKIMAT OF THE NUR-SULTAN
11.12.2015 22:13;SPAM;MINISTRY OF DEFENCE
11.12.2015 22:00;INTERNAL OFFENER;AKIMAT OF THE NUR-SULTAN
11.12.2015 20:54;SPAM;HOUSE OF MINISTRIES
11.12.2015 20:54;MALWARE;HOUSE OF MINISTRIES
11.12.2015 20:00;DDOS;E-GOV DATA CENTER
11.12.2015 19:37;BOTNET;HOUSE OF MINISTRIES
11.12.2015 16:09;SPAM;PARLIAMENT
11.12.2015 16:00;SPAM;SUPREME COURT
11.12.2015 11:55;SPAM;MINISTRY OF DEFENCE
11.12.2015 11:21;BOTNET;SUPREME COURT
11.12.2015 11:00;SPAM;E-GOV DATA CENTER
11.12.2015 9:30;MALWARE;PARLIAMENT
11.12.2015 9:30;BOTNET;PARLIAMENT
11.12.2015 9:10;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
11.12.2015 8:37;SPAM;PARLIAMENT
11.12.2015 3:36;PHISHING;HOUSE OF MINISTRIES
11.12.2015 3:10;MALWARE;MINISTRY OF DEFENCE
11.12.2015 0:18;MALWARE;HOUSE OF MINISTRIES
11.12.2015 0:01;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
10.12.2015 23:15;INTERNAL OFFENER;HOUSE OF MINISTRIES
10.12.2015 21:36;MALWARE;AKIMAT OF THE NUR-SULTAN
10.12.2015 21:21;BOTNET;POLICE DEPARTMENT
10.12.2015 20:20;MALWARE;AKIMAT OF THE NUR-SULTAN
10.12.2015 19:05;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
10.12.2015 19:05;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
10.12.2015 18:00;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
10.12.2015 17:55;INTERNAL OFFENER;HOUSE OF MINISTRIES
10.12.2015 17:00;PHISHING;AKIMAT OF THE NUR-SULTAN
10.12.2015 15:30;SPAM;POLICE DEPARTMENT
10.12.2015 13:30;PHISHING;OFFICE OF THE PRIME-MINISTER
10.12.2015 13:10;SPAM;OFFICE OF THE PRESIDENT
10.12.2015 12:55;SPAM;PARLIAMENT
10.12.2015 7:36;SPAM;HOUSE OF MINISTRIES
10.12.2015 6:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
10.12.2015 1:30;BOTNET;OFFICE OF THE PRIME-MINISTER
10.12.2015 1:25;BOTNET;MINISTRY OF DEFENCE
10.12.2015 1:24;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
10.12.2015 1:24;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
10.12.2015 1:10;MALWARE;AKIMAT OF THE NUR-SULTAN
10.12.2015 0:01;RANSOMWARE;HOUSE OF MINISTRIES
09.12.2015 23:00;DDOS;AKIMAT OF THE NUR-SULTAN
09.12.2015 21:25;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
09.12.2015 19:00;NETWORK ATTACK;MINISTRY OF DIGITAL DEVELOPMENT
09.12.2015 18:50;NETWORK ATTACK;MINISTRY OF DEFENCE
09.12.2015 18:44;RANSOMWARE;OFFICE OF THE PRIME-MINISTER
09.12.2015 18:00;INTERNAL OFFENER;HOUSE OF MINISTRIES
09.12.2015 18:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.12.2015 18:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.12.2015 17:50;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.12.2015 17:25;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.12.2015 17:25;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.12.2015 17:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.12.2015 11:55;BOTNET;HOUSE OF MINISTRIES
09.12.2015 11:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.12.2015 11:00;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
09.12.2015 10:42;BOTNET;OFFICE OF THE PRESIDENT
09.12.2015 10:42;MALWARE;OFFICE OF THE PRESIDENT
09.12.2015 0:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
08.12.2015 23:43;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
08.12.2015 21:26;MALWARE;AKIMAT OF THE NUR-SULTAN
08.12.2015 19:44;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
08.12.2015 18:29;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
08.12.2015 15:44;PHISHING;HOUSE OF MINISTRIES
08.12.2015 14:20;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
08.12.2015 13:30;PHISHING;SUPREME COURT
08.12.2015 12:10;SPAM;SUPREME COURT
08.12.2015 11:28;DDOS;PARLIAMENT
08.12.2015 10:18;SPAM;SUPREME COURT
08.12.2015 8:55;PHISHING;OFFICE OF THE PRESIDENT
08.12.2015 8:00;INTERNAL OFFENER;PARLIAMENT
08.12.2015 6:40;BOTNET;MINISTRY OF DEFENCE
08.12.2015 6:40;SPAM;MINISTRY OF DEFENCE
08.12.2015 6:27;SPAM;MINISTRY OF DEFENCE
08.12.2015 6:27;BOTNET;MINISTRY OF DEFENCE
08.12.2015 6:00;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
08.12.2015 1:32;PHISHING;POLICE DEPARTMENT
07.12.2015 23:05;MALWARE;PARLIAMENT
07.12.2015 23:00;DDOS;AKIMAT OF THE NUR-SULTAN
07.12.2015 22:15;MALWARE;HOUSE OF MINISTRIES
07.12.2015 22:10;BOTNET;POLICE DEPARTMENT
07.12.2015 18:27;PHISHING;MINISTRY OF DEFENCE
07.12.2015 16:56;INTERNAL OFFENER;HOUSE OF MINISTRIES
07.12.2015 16:25;SPAM;HOUSE OF MINISTRIES
07.12.2015 14:40;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
07.12.2015 13:20;SPAM;OFFICE OF THE PRIME-MINISTER
07.12.2015 11:11;SPAM;PARLIAMENT
07.12.2015 10:40;PHISHING;E-GOV DATA CENTER
07.12.2015 10:00;PHISHING;AKIMAT OF THE NUR-SULTAN
07.12.2015 9:30;SPAM;E-GOV DATA CENTER
07.12.2015 8:30;DDOS;HOUSE OF MINISTRIES
07.12.2015 1:07;UNAUTHORIZED ACCESS;MINISTRY OF DEFENCE
07.12.2015 0:01;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
29.11.2015 23:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
29.11.2015 23:45;BOTNET;HOUSE OF MINISTRIES
29.11.2015 21:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
29.11.2015 19:35;SECURITY SYSTEM FAULT;SUPREME COURT
29.11.2015 19:00;MALWARE;PARLIAMENT
29.11.2015 18:30;BOTNET;AKIMAT OF THE NUR-SULTAN
29.11.2015 18:00;BOTNET;PARLIAMENT
29.11.2015 18:00;MALWARE;PARLIAMENT
29.11.2015 16:39;BOTNET;POLICE DEPARTMENT
29.11.2015 9:48;PHISHING;AKIMAT OF THE NUR-SULTAN
29.11.2015 9:30;PHISHING;E-GOV DATA CENTER
29.11.2015 8:11;SPAM;POLICE DEPARTMENT
29.11.2015 2:31;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
29.11.2015 1:07;BOTNET;HOUSE OF MINISTRIES
29.11.2015 1:07;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
29.11.2015 0:32;MALWARE;POLICE DEPARTMENT
29.11.2015 0:30;MALWARE;MINISTRY OF DEFENCE
29.11.2015 0:15;BOTNET;POLICE DEPARTMENT
29.11.2015 0:01;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
29.11.2015 0:01;MALWARE;HOUSE OF MINISTRIES
28.11.2015 21:00;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
28.11.2015 21:00;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
28.11.2015 18:57;NETWORK ATTACK;PARLIAMENT
28.11.2015 17:45;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
28.11.2015 16:30;PHISHING;E-GOV DATA CENTER
28.11.2015 14:29;NETWORK ATTACK;MINISTRY OF DEFENCE
28.11.2015 13:59;PHISHING;AKIMAT OF THE NUR-SULTAN
28.11.2015 13:45;WEBSITE UNAVAILABILITY;OFFICE OF THE PRIME-MINISTER
28.11.2015 8:07;SPAM;MINISTRY OF DEFENCE
28.11.2015 8:07;BOTNET;MINISTRY OF DEFENCE
28.11.2015 0:20;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
27.11.2015 23:25;SPAM;POLICE DEPARTMENT
27.11.2015 23:00;DDOS;E-GOV DATA CENTER
27.11.2015 16:11;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
27.11.2015 14:55;SPAM;MINISTRY OF DEFENCE
27.11.2015 12:04;PHISHING;MINISTRY OF DEFENCE
27.11.2015 12:00;SPAM;AKIMAT OF THE NUR-SULTAN
27.11.2015 9:17;BOTNET;E-GOV DATA CENTER
27.11.2015 7:15;DDOS;HOUSE OF MINISTRIES
27.11.2015 6:41;BOTNET;MINISTRY OF DEFENCE
27.11.2015 6:41;SPAM;MINISTRY OF DEFENCE
26.11.2015 23:40;MALWARE;HOUSE OF MINISTRIES
26.11.2015 22:03;MALWARE;POLICE DEPARTMENT
26.11.2015 21:20;DDOS;OFFICE OF THE PRESIDENT
26.11.2015 17:30;DDOS;OFFICE OF THE PRIME-MINISTER
26.11.2015 15:20;SPAM;AKIMAT OF THE NUR-SULTAN
26.11.2015 13:57;BOTNET;MINISTRY OF DEFENCE
26.11.2015 13:00;INTERNAL OFFENER;SUPREME COURT
26.11.2015 12:40;MALWARE;AKIMAT OF THE NUR-SULTAN
26.11.2015 11:00;SPAM;AKIMAT OF THE NUR-SULTAN
26.11.2015 3:03;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
26.11.2015 2:30;SPAM;E-GOV DATA CENTER
26.11.2015 2:25;SECURITY SYSTEM FAULT;PARLIAMENT
26.11.2015 2:22;SECURITY SYSTEM FAULT;PARLIAMENT
25.11.2015 20:13;BOTNET;HOUSE OF MINISTRIES
25.11.2015 17:30;INTERNAL OFFENER;HOUSE OF MINISTRIES
25.11.2015 17:30;INTERNAL OFFENER;HOUSE OF MINISTRIES
25.11.2015 17:10;SPAM;MINISTRY OF DEFENCE
25.11.2015 17:10;BOTNET;MINISTRY OF DEFENCE
25.11.2015 12:56;PHISHING;POLICE DEPARTMENT
25.11.2015 12:15;DDOS;AKIMAT OF THE NUR-SULTAN
25.11.2015 12:00;SPAM;SUPREME COURT
25.11.2015 10:39;SPAM;SUPREME COURT
25.11.2015 10:39;BOTNET;SUPREME COURT
25.11.2015 10:00;SPAM;E-GOV DATA CENTER
25.11.2015 10:00;SPAM;OFFICE OF THE PRESIDENT
25.11.2015 9:12;BOTNET;HOUSE OF MINISTRIES
25.11.2015 7:45;BOTNET;OFFICE OF THE PRESIDENT
25.11.2015 2:56;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
25.11.2015 1:48;DDOS;MINISTRY OF DEFENCE
25.11.2015 0:55;UNAUTHORIZED ACCESS;PARLIAMENT
24.11.2015 23:40;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
24.11.2015 23:40;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
24.11.2015 22:50;SPAM;AKIMAT OF THE NUR-SULTAN
24.11.2015 22:47;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
24.11.2015 22:07;PHISHING;AKIMAT OF THE NUR-SULTAN
